class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,x,f,r,f,y,a,d,n,b,e,u,k,f,w,w,p,n,o,e,w,v,w
p,x,s,n,t,c,d,c,b,b,e,?,s,s,c,c,p,o,o,l,w,v,d
p,f,f,n,t,y,f,c,n,e,t,e,k,f,g,w,p,n,o,c,w,s,d
p,b,y,c,t,f,d,c,n,o,e,b,k,y,p,e,p,w,b,l,w,a,p
p,f,y,g,t,y,f,c,b,b,t,?,s,f,n,n,p,n,o,c,k,v,d
p,x,y,w,f,f,f,d,n,b,t,u,s,s,c,w,u,w,t,p,b,n,m
p,x,s,e,f,n,f,c,b,b,t,b,s,k,e,p,p,o,o,e,u,v,w
p,s,f,n,t,s,a,c,b,r,e,r,f,k,w,p,p,n,t,e,k,s,p
p,c,s,g,f,y,f,w,n,n,t,?,s,s,p,o,u,y,o,s,r,c,g
p,s,s,b,f,s,n,c,n,r,t,r,s,s,p,y,p,w,t,e,w,v,d
p,f,y,w,f,f,f,c,n,b,t,?,k,s,p,w,p,w,t,p,y,n,l
p,x,y,e,f,m,f,d,n,b,t,u,k,k,p,p,u,w,t,e,o,v,d
p,k,s,e,f,f,d,c,b,w,e,z,k,s,o,o,p,w,o,f,r,v,p
p,x,g,e,t,f,d,w,b,g,e,z,s,y,o,p,p,w,o,e,w,v,u
p,f,f,n,f,y,f,c,b,h,e,?,s,s,g,p,p,w,b,e,h,s,p
p,c,s,n,f,f,f,w,n,p,t,?,s,k,o,o,u,w,o,e,w,c,l
p,f,f,n,f,y,a,c,n,h,e,?,f,f,g,p,p,w,b,c,w,v,p
p,x,y,e,f,m,f,c,n,b,t,u,k,k,p,p,p,w,o,p,w,v,m
p,x,f,e,f,n,a,c,n,h,e,?,f,k,p,w,p,w,o,e,w,v,l
p,f,f,b,t,y,f,c,b,h,t,e,f,f,g,w,p,n,o,e,w,s,d
p,x,y,r,f,s,f,d,n,b,t,u,k,s,y,y,u,w,t,e,w,v,p
p,f,y,n,f,s,f,w,n,w,t,z,s,s,b,b,p,w,o,n,n,v,p
p,f,g,r,t,s,d,d,b,b,e,u,y,k,y,y,p,o,t,f,w,v,l
p,x,y,e,f,y,f,d,n,b,t,u,s,k,w,p,u,w,t,n,b,v,p
p,k,y,n,t,f,a,w,b,b,e,z,k,f,o,p,p,w,o,e,w,v,d
p,f,s,c,f,l,f,w,n,w,t,z,s,s,w,b,u,y,o,e,n,v,l
p,f,y,e,f,s,f,c,n,b,t,?,k,s,y,y,u,w,t,e,w,n,m
p,f,g,n,t,f,d,c,b,o,t,?,y,y,g,w,p,o,b,f,h,v,d
p,s,f,n,f,y,a,c,b,y,e,?,f,s,p,p,p,w,o,c,w,y,m
p,f,y,n,f,s,f,c,n,u,t,u,k,s,y,y,u,w,t,p,y,n,w
p,f,g,e,f,s,d,d,n,b,e,c,k,k,w,w,p,w,o,l,w,c,d
p,c,f,e,t,s,a,w,n,p,t,c,k,f,w,p,p,n,o,e,w,c,m
p,f,s,c,f,s,f,w,n,b,t,?,k,s,w,w,p,w,o,s,n,v,u
p,x,s,n,f,s,f,d,n,u,t,?,k,k,p,p,p,w,t,e,o,n,m
p,b,s,u,t,y,f,c,b,k,t,?,f,k,p,p,p,n,o,e,u,v,p
p,f,s,n,f,s,d,d,b,b,e,?,y,y,w,c,p,o,o,l,w,n,l
p,b,s,r,f,y,a,c,b,b,e,b,s,s,g,p,p,n,o,c,h,a,p
e,c,s,g,f,n,a,w,b,p,e,c,s,k,b,w,p,w,o,p,w,c,l
p,x,y,n,f,s,d,d,n,b,t,?,k,y,y,y,p,w,o,e,y,n,p
p,b,s,e,f,s,n,c,n,k,t,?,s,s,w,w,u,y,b,z,k,a,p
p,x,f,u,f,s,f,d,n,b,t,?,s,s,y,w,p,w,t,p,o,v,p
p,k,s,c,f,f,n,c,n,w,t,?,s,s,w,o,u,y,o,e,r,v,d
p,s,y,e,f,s,f,d,n,y,t,?,k,f,p,w,p,n,t,e,y,y,u
p,x,f,n,f,f,f,d,b,u,t,u,f,f,y,y,p,n,t,e,y,v,g
p,s,s,e,f,m,f,d,b,b,e,?,k,y,p,w,p,w,t,f,w,y,d
p,b,g,n,f,a,d,c,n,k,e,?,y,y,n,n,p,o,b,e,w,v,d
p,k,y,n,f,y,f,w,n,p,t,?,k,k,p,w,u,w,o,p,w,c,d
p,x,y,e,t,s,d,c,b,r,e,r,y,k,p,w,p,o,o,e,y,y,l
p,k,s,n,f,f,d,c,b,b,t,u,y,y,c,w,p,w,o,l,w,v,p
p,b,g,n,f,f,d,c,b,b,t,b,y,k,e,w,p,o,o,l,u,v,d
p,x,g,e,f,f,d,w,b,b,e,z,s,y,o,o,p,o,o,e,w,v,g
p,s,y,g,f,y,f,c,n,y,t,r,s,k,w,w,p,w,o,p,y,y,w
p,b,y,u,f,y,f,c,n,b,t,b,k,k,w,p,p,w,o,n,h,a,m
p,b,s,w,f,a,f,c,n,k,t,?,s,s,p,p,p,w,o,z,k,a,m
p,f,s,e,f,y,f,c,b,b,e,u,k,s,p,c,p,o,t,f,b,v,p
p,f,y,e,t,s,a,c,n,b,t,?,k,f,w,g,p,w,o,e,h,s,l
p,k,s,e,f,l,n,w,n,g,t,?,k,s,p,b,p,w,o,e,w,v,p
p,f,s,p,f,s,a,c,n,h,e,e,f,f,p,w,p,w,b,e,w,v,u
p,x,y,e,f,s,f,c,n,b,t,?,k,k,y,y,p,w,o,p,y,n,g
p,f,s,n,t,a,f,c,n,e,t,?,k,s,p,w,p,w,b,e,w,s,d
p,x,s,e,f,c,a,d,b,u,e,?,k,f,w,c,p,w,t,e,b,n,d
p,f,s,e,f,y,f,c,n,h,t,?,y,y,w,n,p,o,o,l,k,s,l
p,f,s,e,f,f,f,c,b,b,e,e,y,y,p,n,p,o,o,l,w,s,p
p,x,y,e,f,m,n,d,n,b,t,r,s,k,p,p,p,w,o,s,o,y,m
p,b,s,w,f,y,f,c,n,k,e,?,s,k,g,w,p,n,o,e,w,a,d
p,k,s,e,t,l,d,w,b,b,e,?,s,y,w,p,p,o,o,f,n,v,l
p,x,y,y,f,y,f,d,n,r,t,r,k,k,y,p,u,w,t,n,y,v,u
p,x,s,y,f,c,a,d,b,y,t,r,s,k,w,p,p,w,o,e,b,y,m
p,c,s,n,f,s,d,w,b,b,e,c,y,y,b,b,p,w,o,f,n,v,l
p,f,y,e,f,n,f,c,n,o,t,b,k,k,e,e,u,w,o,p,u,v,g
p,s,y,e,f,m,f,d,n,b,t,r,k,k,p,w,u,w,o,e,w,v,d
p,x,s,c,f,a,f,c,n,k,t,b,k,k,w,w,p,w,o,e,k,a,d
p,x,s,e,f,f,n,c,n,b,t,c,k,s,w,p,u,w,o,s,w,c,l
p,c,g,n,t,p,d,w,n,b,e,c,k,y,w,w,p,w,o,e,w,c,l
p,x,y,u,f,s,f,c,n,u,t,u,k,k,p,y,p,w,t,p,b,v,u
p,f,y,g,f,n,f,c,n,e,t,?,k,s,e,e,u,w,b,e,w,v,w
p,x,y,w,f,s,f,c,n,u,t,?,s,s,w,p,p,w,t,s,y,n,g
p,s,g,b,t,y,d,d,n,y,t,r,s,k,p,y,p,o,t,f,y,v,l
p,x,y,u,f,c,f,c,n,b,t,?,s,s,w,c,p,y,o,e,w,n,p
p,x,y,w,f,y,d,d,b,b,e,u,y,s,w,p,p,w,o,e,w,n,p
p,c,s,y,f,p,n,w,n,n,t,?,s,s,w,w,u,y,o,z,w,v,p
p,s,y,y,f,c,f,c,n,r,t,r,k,k,c,c,p,w,t,e,b,v,w
p,s,s,p,t,s,f,c,b,b,e,?,y,k,w,y,p,o,t,f,y,y,g
p,b,s,n,f,n,f,c,n,b,t,b,k,s,p,e,p,w,b,n,w,a,w
p,f,g,n,t,f,f,c,b,g,t,z,k,s,o,p,p,w,o,e,w,v,p
p,f,y,g,f,s,n,c,n,y,t,?,s,k,p,w,p,y,t,s,y,y,l
p,k,s,n,f,f,n,c,b,e,t,e,y,y,n,n,p,w,b,f,w,s,l
p,f,s,r,f,y,n,c,n,w,t,z,k,s,w,w,u,y,o,s,w,v,g
p,x,s,e,f,s,n,d,n,u,t,u,s,s,p,p,u,w,t,s,w,v,p
p,f,y,w,f,s,f,d,n,b,t,?,k,k,w,w,p,w,o,p,w,v,u
p,x,s,e,f,s,n,c,n,b,t,?,k,s,p,w,u,w,t,e,o,v,p
p,c,y,g,f,f,f,c,n,b,t,c,k,s,b,b,u,w,o,e,w,c,g
p,f,f,e,f,y,a,c,n,u,t,u,f,s,p,p,p,w,o,c,w,v,l
p,b,y,n,f,y,f,c,n,b,t,b,s,k,g,w,u,w,b,e,h,a,d
p,x,y,c,t,f,a,d,b,b,t,u,s,f,y,w,p,w,t,c,y,n,p
p,b,g,u,t,y,d,c,b,b,t,?,y,s,p,g,p,w,o,e,h,a,l
p,f,s,w,f,y,f,c,n,o,t,b,k,s,g,w,p,w,o,e,h,a,g
p,f,g,n,f,f,d,w,n,b,e,?,y,y,o,w,p,o,o,e,w,v,w
e,s,s,g,f,n,n,d,n,p,t,r,s,s,c,c,p,y,t,s,w,y,g
p,x,s,r,f,m,f,c,n,b,t,?,k,k,p,p,p,w,t,n,o,v,m
p,k,s,e,f,s,n,d,n,r,t,?,k,s,w,p,p,y,o,e,y,v,g
e,b,y,n,f,n,a,d,n,o,t,r,k,k,p,o,p,n,t,p,o,y,l
p,f,y,b,f,c,f,c,n,r,t,r,k,k,c,c,u,w,t,e,b,y,p
p,b,g,n,f,a,d,c,n,k,e,b,k,k,p,n,p,w,o,e,w,a,d
p,x,y,p,f,l,f,w,n,n,t,c,k,k,b,b,u,w,o,n,n,c,m
p,s,s,e,t,m,d,d,b,y,t,r,y,y,p,p,p,w,o,f,w,y,d
p,k,y,b,f,m,a,c,n,w,t,c,k,y,g,g,p,w,n,n,h,s,d
p,c,s,e,t,s,d,w,b,b,t,c,y,s,w,w,p,w,o,e,w,c,d
p,k,s,w,f,p,n,c,n,b,t,?,k,s,w,p,u,y,o,z,w,v,d
p,s,s,b,f,y,n,d,n,b,t,r,k,k,p,p,p,w,t,e,b,v,l
p,x,y,g,f,s,f,d,n,r,t,r,k,k,w,w,u,w,t,e,w,y,u
p,c,y,e,f,f,f,w,n,p,t,?,k,k,b,b,p,w,o,n,n,c,d
p,c,y,g,f,f,f,c,n,p,t,c,k,s,b,b,u,w,o,e,n,c,l
p,f,g,b,f,f,d,c,b,p,e,c,y,y,p,w,p,o,o,e,w,c,l
p,f,y,y,f,a,f,c,n,e,t,e,k,k,n,w,p,w,b,n,w,s,w
p,f,y,g,f,y,f,c,n,e,t,?,k,k,p,p,p,w,b,n,w,v,p
p,x,f,y,t,a,a,c,n,e,t,e,f,f,n,p,p,n,b,c,k,s,l
p,x,s,w,f,m,f,d,n,u,t,u,s,k,p,p,p,y,o,s,w,v,l
p,x,y,c,f,m,f,c,n,b,t,?,k,k,p,p,u,w,t,e,o,y,l
p,x,g,p,t,f,d,c,b,b,t,c,y,k,o,w,p,o,o,e,r,c,l
p,f,y,b,f,s,f,d,n,b,t,r,k,s,y,y,u,w,o,n,y,y,w
p,f,g,e,f,s,f,d,n,b,e,?,k,y,y,w,p,o,o,f,y,v,l
p,f,y,p,f,f,f,c,n,e,t,e,k,s,e,w,p,w,o,p,u,s,p
p,s,s,p,t,m,a,d,n,b,t,r,k,f,p,p,p,w,o,e,w,v,p
p,b,y,n,f,f,f,c,n,b,t,b,k,k,p,g,p,w,b,n,w,a,d
p,k,s,e,f,p,n,w,n,b,t,c,s,s,w,w,u,w,o,z,w,v,d
p,x,y,r,f,l,f,c,n,b,t,?,k,s,b,b,u,w,o,n,n,v,u
p,k,g,c,f,y,f,c,n,w,t,?,s,s,p,w,p,w,o,e,w,v,u
p,b,s,n,f,y,f,c,n,k,t,b,s,k,g,w,p,y,o,s,h,a,d
p,s,y,b,f,n,f,c,n,o,t,b,s,k,w,w,u,w,o,e,u,v,l
p,f,s,n,f,n,f,c,b,o,e,b,s,f,p,w,p,n,o,c,u,a,g
p,x,s,c,f,c,f,d,n,b,t,u,k,s,w,c,u,w,o,s,w,v,d
p,b,y,u,f,s,f,c,n,b,t,b,k,k,w,g,u,w,b,p,h,a,d
p,k,s,g,f,f,f,c,b,b,t,c,f,k,w,w,p,w,o,e,w,c,l
p,f,s,c,f,y,f,c,n,k,t,b,s,k,g,w,p,w,b,p,h,a,w
p,b,y,n,f,a,f,c,n,k,t,?,k,k,n,n,u,y,o,z,w,a,d
p,f,f,e,f,s,a,c,b,u,t,u,s,f,p,p,p,w,t,e,w,v,g
p,f,s,e,f,s,n,c,n,b,t,e,s,s,p,e,u,w,o,e,w,v,l
p,b,y,r,f,n,f,c,n,o,t,b,k,s,e,e,u,w,o,p,u,v,m
p,x,s,u,t,y,f,c,b,b,e,?,y,s,w,o,p,w,o,e,r,v,l
p,f,y,n,f,a,f,c,n,b,t,e,k,k,n,n,p,w,b,e,u,v,d
p,f,g,y,t,s,f,c,n,b,e,?,k,s,e,w,p,o,b,l,u,s,g
p,c,s,e,f,p,f,c,n,n,t,c,s,s,w,p,p,w,o,z,w,c,m
p,s,s,p,f,c,f,d,n,y,t,?,s,s,p,p,p,y,o,e,b,v,d
p,k,s,e,f,l,n,c,n,g,t,z,s,s,b,w,u,y,o,z,w,v,w
p,s,s,n,f,y,n,d,n,b,t,?,k,k,p,p,p,y,o,e,w,y,p
p,f,y,e,f,m,f,d,n,b,t,r,k,k,p,w,p,w,t,p,o,v,u
p,f,y,y,f,f,f,c,n,h,t,e,s,k,e,w,p,w,o,e,u,v,p
p,c,y,p,f,l,f,w,n,b,t,c,k,k,b,p,u,w,o,p,n,c,l
p,x,s,n,t,c,a,d,b,u,e,?,f,k,w,c,p,n,o,e,w,n,d
p,f,s,u,f,f,f,c,n,o,t,b,y,k,g,g,p,o,o,e,w,v,w
p,b,s,u,f,f,f,c,n,o,t,?,s,k,n,n,u,w,b,s,k,a,p
p,c,y,y,f,p,f,w,n,p,t,c,k,k,w,w,u,w,o,e,w,v,d
p,x,y,w,f,s,f,d,n,b,t,?,k,k,p,y,p,w,o,e,w,n,p
p,s,s,e,f,s,f,d,n,r,t,?,s,s,y,y,u,y,t,s,w,y,u
p,x,g,r,t,c,d,c,b,b,e,u,y,y,w,c,p,o,o,f,w,n,p
p,x,s,n,f,y,f,c,n,b,t,?,s,k,o,o,p,w,o,p,r,v,m
p,k,s,e,t,s,f,c,n,b,t,z,f,s,w,p,p,w,o,e,w,v,m
p,f,f,e,t,s,a,c,b,b,e,u,s,k,p,p,p,w,o,e,w,v,d
p,k,s,e,t,l,d,c,n,w,e,z,s,y,b,b,p,w,o,e,w,v,l
p,s,s,n,t,m,f,d,b,r,e,?,y,s,y,w,p,o,o,e,w,y,w
p,f,s,e,f,a,d,c,n,b,e,?,y,k,n,p,p,w,o,e,w,s,d
p,c,y,e,f,s,n,c,n,b,t,c,s,s,w,o,u,w,o,e,w,v,u
p,x,f,w,t,c,f,c,n,b,e,?,s,f,c,c,p,n,o,e,b,n,p
p,x,y,e,f,s,f,c,n,p,t,c,s,s,w,p,u,w,o,s,w,v,d
p,k,s,w,f,y,f,w,n,g,t,?,k,k,w,w,u,w,o,p,n,v,p
p,x,y,r,f,a,f,c,n,b,t,b,k,k,n,p,p,w,o,e,k,v,d
p,k,f,n,t,f,f,c,b,w,t,?,s,f,o,o,p,n,o,e,r,v,p
p,x,s,w,f,f,f,c,n,b,t,u,k,s,p,w,p,w,o,n,o,n,g
p,x,s,w,t,s,a,c,n,b,e,u,f,f,y,y,p,n,t,e,y,v,l
p,c,s,p,f,y,f,c,n,n,t,?,k,k,w,o,u,w,o,e,r,v,d
p,s,s,e,t,s,d,c,b,y,t,?,y,y,c,p,p,w,t,f,w,y,u
p,f,f,n,t,a,a,c,n,o,e,?,f,f,w,n,p,w,b,c,w,a,l
p,x,f,e,f,a,a,c,b,b,t,?,k,k,w,y,u,w,o,n,w,n,l
p,f,y,w,f,c,n,d,n,b,t,?,s,s,p,c,u,w,t,e,w,n,w
p,b,y,e,f,a,f,c,n,b,t,?,k,k,n,w,p,w,o,e,k,v,d
p,k,s,p,f,y,n,c,n,e,t,e,k,k,n,w,u,w,o,s,k,v,l
p,f,g,p,t,y,f,d,b,y,t,?,s,y,p,p,p,o,o,l,o,y,p
p,x,y,c,f,f,n,c,n,k,t,b,s,s,e,p,p,y,o,e,w,v,w
p,b,s,n,f,y,f,c,n,b,t,b,k,k,g,g,p,w,b,e,h,v,d
p,k,s,e,t,s,d,c,b,g,e,z,y,k,p,b,p,o,o,l,n,v,d
p,f,s,b,t,a,a,c,b,h,e,?,f,f,p,p,p,n,o,e,w,v,m
e,b,y,c,f,n,f,w,n,k,e,b,k,k,w,w,p,w,b,p,u,s,l
p,x,s,b,f,y,d,w,n,b,t,c,y,y,w,w,p,o,o,e,w,c,g
p,c,s,y,f,f,a,w,b,b,t,?,f,k,o,o,p,n,o,c,w,c,u
p,f,g,n,f,a,f,c,b,b,e,e,y,s,n,p,p,o,o,e,w,v,p
p,s,s,g,f,f,n,d,n,b,t,r,s,s,p,p,u,w,t,e,o,v,m
p,c,s,p,t,y,f,w,b,n,e,?,f,f,w,b,p,w,o,e,w,v,g
p,k,s,n,f,p,n,w,n,g,t,?,s,s,w,w,u,y,o,s,w,v,d
p,b,f,u,f,y,a,c,b,k,e,?,f,s,w,w,p,w,b,c,h,a,p
e,f,f,p,f,n,f,c,b,w,e,?,s,k,w,w,u,w,t,n,u,s,p
p,s,y,b,f,c,f,c,n,b,t,?,k,k,w,c,p,w,o,n,b,y,d
p,c,f,e,f,f,a,c,b,n,e,?,s,k,w,w,p,w,o,e,w,c,u
p,f,y,u,t,s,f,c,n,b,t,b,y,s,p,e,p,w,o,l,w,a,d
p,k,s,n,f,f,n,c,n,w,t,?,s,k,o,w,p,y,o,e,w,v,l
p,f,y,n,f,a,f,c,n,h,t,?,s,s,w,p,u,y,o,e,k,s,g
p,x,y,e,t,s,f,w,n,b,t,?,y,s,b,w,p,o,o,l,n,c,d
p,f,f,n,t,n,f,c,b,b,e,e,f,s,w,w,p,w,o,c,w,s,l
p,x,s,n,f,y,n,c,n,n,t,c,s,s,b,p,u,y,o,e,n,c,d
p,f,y,r,t,f,f,c,n,k,e,b,f,f,p,n,p,n,b,e,w,a,d
e,k,g,g,t,m,f,d,b,p,e,?,y,s,p,p,p,o,t,f,o,n,g
e,b,s,n,f,f,n,w,b,y,t,c,s,s,o,o,p,n,o,s,o,c,l
p,s,y,p,f,s,f,c,n,r,t,r,s,s,p,p,u,w,o,e,w,y,u
p,c,y,n,f,p,f,w,n,b,t,c,s,s,p,w,u,w,o,n,w,v,p
p,f,g,b,t,s,d,c,b,b,e,?,y,s,e,e,p,o,b,l,u,v,l
p,b,s,e,f,n,f,c,n,b,t,?,s,s,e,e,p,w,b,e,w,v,w
p,c,y,y,f,y,f,w,n,n,t,?,f,f,w,w,p,n,o,e,w,v,l
p,b,y,u,f,f,f,c,n,o,t,b,k,k,p,n,u,w,b,n,k,a,l
p,c,y,b,f,y,f,c,n,n,t,?,s,k,p,p,p,w,o,p,w,v,u
p,x,g,u,t,f,f,d,b,b,e,u,k,y,y,w,p,w,o,e,y,v,d
p,s,s,e,f,m,n,c,n,b,t,?,s,s,w,p,u,y,o,e,w,v,d
p,b,s,e,f,y,f,c,n,b,t,b,k,k,n,n,p,w,o,n,w,v,g
e,b,f,w,t,a,f,c,b,g,e,b,f,f,n,n,p,w,t,p,k,a,p
p,f,s,n,t,f,a,c,b,b,t,u,f,s,y,p,p,n,o,c,y,v,p
p,s,s,p,f,s,f,d,n,b,t,r,k,k,p,y,u,w,o,e,w,y,l
p,s,f,e,t,y,a,d,n,b,t,?,f,s,p,p,p,n,o,c,o,y,d
p,x,s,w,f,n,f,c,n,k,t,b,k,k,e,e,p,w,o,e,u,a,l
p,x,s,n,f,c,f,d,b,y,e,?,k,k,p,w,p,w,o,e,w,v,p
p,k,g,n,t,c,f,c,n,b,t,c,k,s,o,w,u,w,o,z,w,c,d
p,f,s,c,f,y,f,c,b,b,e,b,f,f,e,p,p,w,b,e,u,a,m
p,s,y,e,f,m,f,c,n,r,t,?,s,s,p,p,u,w,o,s,w,v,l
p,f,f,n,t,y,a,c,b,e,e,?,f,f,n,n,p,w,b,e,w,v,u
p,b,s,n,f,a,f,c,n,b,t,b,s,k,n,n,u,w,b,s,k,a,d
p,k,f,u,f,p,a,w,b,b,e,z,s,k,w,w,p,n,o,e,w,v,m
p,x,s,n,t,f,d,c,b,g,e,?,y,y,o,w,p,w,o,l,r,v,u
p,s,y,y,f,s,a,d,n,y,e,?,f,s,w,y,p,w,o,e,y,y,m
p,f,s,e,t,f,d,w,b,w,t,z,s,y,w,p,p,o,o,f,n,v,l
p,f,s,w,f,p,f,c,n,b,t,z,s,k,w,w,p,w,o,z,w,v,l
p,x,y,u,f,m,n,d,n,b,t,u,s,s,p,p,u,w,t,e,w,n,p
p,x,y,w,f,s,f,d,n,b,t,u,s,k,y,p,u,w,t,n,y,v,l
p,f,s,c,f,n,f,c,n,b,t,b,s,k,e,p,u,w,o,e,u,a,p
p,k,y,e,t,s,f,w,n,g,t,?,s,f,b,p,p,n,o,c,n,v,d
p,b,g,r,t,a,d,c,b,k,e,b,k,k,n,n,p,w,o,e,k,a,d
p,c,y,e,f,s,n,c,n,p,t,c,s,s,w,w,p,w,o,s,r,c,d
p,f,y,y,f,n,f,c,n,b,t,?,k,k,w,w,p,w,b,n,u,v,w
p,s,s,p,f,f,n,d,n,y,t,r,s,s,y,w,u,w,t,s,y,y,g
p,f,f,p,f,y,a,c,n,e,e,?,k,f,e,e,p,n,o,c,w,v,l
p,c,y,g,f,f,f,c,n,b,t,c,k,k,o,o,u,w,o,p,r,c,l
p,x,f,r,t,y,a,d,n,b,t,?,f,s,c,c,p,n,o,c,b,v,p
p,f,s,e,t,a,f,c,b,e,e,e,k,s,n,n,p,w,o,n,b,v,p
p,k,y,e,f,p,n,w,n,b,t,z,s,s,w,w,p,y,o,s,w,v,u
p,f,y,e,f,a,f,c,n,b,t,e,s,k,n,n,p,w,b,e,w,s,u
p,x,g,e,t,s,f,c,n,b,t,z,k,k,w,w,p,o,o,e,w,v,d
p,b,y,e,f,y,f,c,n,o,t,?,k,k,g,p,p,w,b,n,w,a,p
p,k,y,u,f,p,f,c,b,w,e,z,k,y,p,p,p,o,o,e,w,v,d
p,f,y,e,f,y,f,c,b,h,e,e,s,f,e,e,p,n,o,e,u,s,l
p,x,g,e,f,l,f,w,b,p,t,?,y,y,b,w,p,o,o,e,w,c,p
p,b,f,e,f,y,f,c,n,o,e,?,f,f,p,w,p,n,o,e,h,v,d
p,f,s,p,f,f,a,d,n,r,t,?,k,s,c,c,p,n,o,e,b,v,l
p,f,f,p,t,a,f,c,n,e,e,e,f,k,n,n,p,n,o,e,w,s,p
p,x,y,e,f,f,f,c,n,b,t,c,s,k,o,o,u,w,o,p,w,c,u
p,f,s,e,f,y,f,w,n,b,t,z,k,s,o,o,p,w,o,s,r,v,m
p,f,s,y,t,s,d,c,n,b,t,c,s,y,w,w,p,o,o,l,w,c,p
p,f,g,n,t,y,f,w,n,g,t,?,k,y,o,w,p,o,o,e,w,v,w
p,c,s,e,f,f,n,c,n,b,t,c,s,s,p,p,p,y,o,s,w,v,d
p,f,y,r,f,l,f,c,n,b,t,?,k,k,p,w,p,w,o,p,n,v,p
p,k,f,w,f,n,f,c,b,b,e,b,f,k,e,e,p,n,o,c,u,a,l
p,b,s,n,f,y,f,c,n,o,t,b,k,k,e,w,u,w,b,p,u,a,d
p,f,g,n,f,n,d,c,n,h,e,e,s,y,e,p,p,w,o,e,w,s,p
p,x,y,w,f,m,f,d,n,b,t,u,k,s,p,p,u,w,t,e,o,v,l
p,f,y,e,f,y,f,c,n,r,t,r,s,k,p,p,p,w,t,n,o,v,u
p,x,f,u,t,y,f,c,b,k,e,b,s,f,y,p,p,w,o,e,y,v,m
p,k,y,w,f,y,f,c,n,b,t,?,k,k,o,p,u,y,o,s,r,v,p
p,x,y,e,f,n,n,c,n,h,t,e,s,s,w,e,p,w,b,e,w,s,d
p,c,g,e,t,f,f,c,n,p,e,?,y,y,w,p,p,o,o,f,n,c,l
e,b,f,g,f,n,a,w,b,k,e,b,k,s,e,e,p,n,t,e,w,a,g
p,k,y,y,t,f,a,c,b,p,e,c,f,s,p,o,p,n,o,e,w,c,u
p,k,g,c,t,y,f,c,b,b,t,?,k,y,o,o,p,w,o,f,r,v,l
p,f,s,u,f,l,n,c,n,g,t,z,s,k,b,b,p,w,o,e,n,v,p
p,x,s,c,t,s,d,c,n,b,e,?,s,y,y,p,p,o,t,e,y,v,p
p,x,y,n,f,p,f,c,n,b,t,z,k,k,w,w,p,w,o,e,w,v,p
p,f,s,r,f,l,n,c,n,g,t,z,s,s,b,w,u,y,o,s,n,v,l
p,f,y,e,t,s,f,c,n,b,t,u,f,k,w,y,p,n,t,c,w,n,l
p,f,y,e,f,s,f,d,n,b,t,?,k,k,w,y,p,w,o,e,w,v,g
p,s,g,n,t,f,d,d,n,b,t,r,k,s,c,w,p,o,t,l,w,v,l
p,f,s,e,f,f,n,c,n,e,t,e,s,s,p,w,p,y,o,e,h,v,w
p,x,s,e,f,f,n,w,n,b,t,?,s,s,w,b,p,y,o,e,w,v,p
p,f,g,r,t,f,d,c,b,b,e,?,k,y,y,p,p,o,t,e,w,n,l
p,x,y,n,f,s,f,c,n,o,t,?,k,s,w,n,u,w,o,p,k,a,m
p,f,s,w,f,c,f,d,b,u,e,?,s,s,c,p,p,n,t,e,b,n,l
p,f,y,w,f,f,f,c,n,b,t,u,k,s,p,p,u,w,t,e,w,n,p
p,k,y,g,t,a,d,c,b,b,e,?,y,s,p,n,p,w,b,f,k,s,p
p,f,s,n,f,s,f,d,n,y,t,?,s,s,w,c,p,w,t,e,b,v,m
p,c,y,e,t,s,f,w,n,p,e,?,k,s,w,w,p,w,o,e,w,v,d
p,f,s,r,f,a,n,c,n,b,t,b,s,k,p,n,u,w,o,s,w,a,m
p,b,s,e,f,a,n,c,n,k,e,z,y,k,b,b,p,o,o,e,w,v,l
p,s,f,p,f,m,a,d,n,r,t,?,f,f,p,w,p,w,t,e,o,v,l
e,s,s,p,f,s,a,d,b,n,e,?,s,s,y,o,u,w,t,p,o,y,l
p,s,s,n,f,s,n,d,n,y,t,r,s,k,w,w,u,w,o,z,y,y,d
p,f,y,e,f,s,f,c,n,e,t,?,k,s,n,w,u,w,b,n,k,v,u
p,b,y,r,f,y,f,c,n,b,t,?,k,k,w,g,u,w,b,n,w,a,w
p,f,s,e,f,p,n,w,n,b,t,c,k,s,w,w,p,y,o,z,w,v,l
p,c,y,n,f,f,f,w,n,p,t,c,k,k,o,w,u,y,o,e,w,c,l
p,k,y,n,t,l,f,c,b,w,e,c,f,f,b,b,p,n,n,e,n,c,w
p,x,g,n,f,f,f,d,n,b,e,?,y,k,p,w,p,w,t,e,w,v,p
p,f,s,e,f,m,f,c,n,u,t,u,s,s,p,p,p,w,o,s,o,n,m
p,b,y,n,f,n,f,c,n,k,t,b,k,k,e,p,u,w,o,n,u,a,d
p,f,f,e,t,m,f,d,n,b,e,r,f,f,w,p,p,w,o,e,w,y,p
e,x,s,c,f,m,f,d,n,g,t,?,s,k,p,p,p,y,t,z,w,n,u
p,x,y,n,f,y,a,d,n,b,t,u,k,f,p,p,p,w,t,c,w,n,p
p,f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,t,n,w,v,u
